amount_inr,hour_of_day,is_new_recipient,tx_count_last_24h,wallet_age_days,amount_deviation_ratio,is_structured_amount,is_fraud
2389.5,11,0,1,192.0,1.56,0,0
3198.38,13,0,1,11.0,5.56,0,0
2623.91,0,0,2,191.0,2.76,0,0
1530.33,13,0,0,59.0,1.64,0,0
1608.67,13,0,2,10.0,1.15,0,0
1880.76,7,1,2,66.0,3.3,0,0
1583.98,15,1,0,43.0,1.87,0,0
4304.82,13,0,3,108.0,3.96,0,0
13219.8,0,0,1,77.0,6.72,0,0
1094.72,15,1,2,42.0,0.74,0,0
526.99,17,0,1,238.0,0.13,0,0
1669.95,6,0,0,63.0,1.94,0,0
18430.06,14,1,4,76.0,7.33,0,1
877.16,23,0,2,225.0,0.35,0,0
7904.64,16,0,2,11.0,4.79,0,1
8183.95,18,0,1,59.0,5.08,0,0
1098.58,22,0,0,62.0,0.63,0,0
3017.2,12,0,2,82.0,3.58,0,0
7828.74,8,0,0,13.0,2.97,0,0
1285.35,23,1,1,13.0,0.83,0,0
1505.35,23,0,1,65.0,2.09,0,0
1071.15,14,0,2,4.0,0.35,0,0
725.4,2,0,1,35.0,0.52,0,0
1007.93,23,1,0,27.0,0.66,0,0
600.92,0,1,1,81.0,1.83,0,0
1864.36,15,1,3,1.0,1.32,0,1
904.18,7,0,0,135.0,0.29,0,0
2231.45,22,1,1,232.0,2.2,0,0
445.72,12,0,1,147.0,0.65,0,0
2435.22,7,0,0,205.0,1.25,0,0
3828.3,16,0,2,124.0,7.36,0,0
300.56,21,0,1,85.0,0.14,0,0
2531.71,22,1,1,30.0,1.93,0,0
5458.35,13,0,0,39.0,3.51,0,0
608.7,20,0,0,46.0,0.1,0,0
8146.27,20,0,2,5.0,4.74,0,0
2636.26,6,0,1,293.0,3.98,0,1
958.61,14,0,0,277.0,0.6,0,0
1719.53,15,0,1,14.0,0.74,0,0
2988.4,18,0,1,98.0,6.78,0,0
1936.05,5,0,0,76.0,1.32,0,0
2936.23,22,1,3,138.0,5.6,0,1
789.5,0,1,2,111.0,0.53,0,0
2105.75,11,1,1,16.0,0.56,0,0
506.57,17,1,1,129.0,0.44,0,0
1635.82,15,0,0,113.0,1.05,0,0
801.5,11,1,0,91.0,0.46,0,1
932.64,19,0,1,62.0,0.51,0,0
5499.89,12,0,2,372.0,3.4,0,0
4827.96,7,0,1,227.0,10.88,0,0
3128.24,21,1,2,106.0,1.89,0,0
676.49,0,0,0,1.0,0.67,0,0
1359.99,20,0,0,68.0,1.82,0,0
5387.24,6,0,0,145.0,3.23,0,0
2054.0,14,0,2,15.0,1.28,0,0
14579.86,21,1,2,63.0,28.51,0,0
2575.98,12,0,0,26.0,2.21,0,0
2149.19,12,0,0,50.0,0.65,0,0
1368.94,8,1,2,3.0,1.97,0,0
2038.94,23,0,0,16.0,1.25,0,0
1576.21,14,0,2,73.0,2.19,0,0
3419.66,3,0,0,274.0,0.86,0,0
4277.11,12,0,2,81.0,1.9,0,0
891.24,11,1,1,72.0,0.99,0,0
545.6,4,1,1,186.0,0.32,0,0
346.34,6,1,1,37.0,0.53,0,0
2856.04,7,0,0,12.0,5.72,0,0
669.79,4,0,1,28.0,0.48,0,0
260.45,8,0,1,188.0,0.28,0,0
2565.02,13,1,1,136.0,1.54,0,0
17046.49,11,0,1,12.0,31.48,0,0
1798.19,3,0,2,132.0,1.7,0,0
3845.43,19,0,2,322.0,1.04,0,0
1946.22,7,0,2,6.0,0.56,0,0
1654.08,16,0,1,115.0,0.41,0,0
4134.69,7,0,1,57.0,0.72,0,0
1392.36,20,0,1,83.0,1.2,0,0
2299.97,0,0,1,90.0,8.24,0,0
2415.18,19,1,1,177.0,0.84,0,0
991.0,1,0,1,98.0,1.31,0,0
4415.33,3,0,0,108.0,0.87,0,0
1544.62,23,0,2,49.0,0.99,0,0
915.83,20,0,0,16.0,0.23,0,1
2930.3,0,1,0,138.0,2.17,0,1
805.43,6,0,2,0.0,0.82,0,1
1854.49,0,1,1,48.0,0.81,0,1
1793.26,8,0,0,30.0,0.9,0,0
4804.49,2,1,3,59.0,6.45,0,1
2771.73,11,1,1,45.0,1.91,0,0
1767.77,18,0,1,146.0,1.69,0,0
3774.37,14,0,3,36.0,2.26,0,0
6318.18,21,0,1,99.0,4.36,0,0
2987.01,15,0,2,73.0,1.86,0,0
1824.97,9,0,2,194.0,1.22,0,0
555.21,21,0,3,67.0,0.46,0,0
693.25,5,1,0,239.0,0.38,0,0
1373.75,16,0,1,0.0,1.46,0,1
1044.65,20,1,2,111.0,0.26,0,0
1528.02,21,0,1,1.0,1.04,0,1
1902.62,23,0,0,150.0,0.78,0,0
2912.37,16,1,0,32.0,2.71,0,0
1696.89,20,0,5,57.0,1.48,0,0
2801.34,18,0,2,57.0,1.09,0,0
1916.06,17,0,1,225.0,0.82,0,0
305.54,10,1,3,13.0,0.22,0,0
776.35,23,0,0,132.0,1.53,0,0
1588.14,6,0,1,477.0,1.47,0,0
608.67,9,0,1,3.0,0.43,0,0
3102.41,6,0,1,405.0,3.16,0,0
7170.11,4,0,0,2.0,10.39,0,1
5414.77,11,0,1,221.0,2.19,0,0
1492.04,15,0,1,390.0,1.12,0,0
6916.42,20,1,2,596.0,1.58,0,0
2066.89,17,1,3,74.0,1.54,0,1
1334.91,2,0,3,242.0,0.81,0,0
1041.0,19,0,3,16.0,1.0,0,0
1377.16,14,0,0,66.0,0.38,0,0
1274.92,4,0,0,44.0,1.03,0,0
2107.75,12,0,1,60.0,1.61,0,0
2089.16,18,0,0,145.0,2.5,0,0
1813.01,11,0,0,11.0,0.98,0,0
2679.12,22,1,1,756.0,2.21,0,0
5279.47,20,0,3,121.0,6.38,0,1
4249.68,4,1,1,248.0,2.96,0,0
475.13,5,0,0,212.0,0.21,0,0
181.54,6,0,2,174.0,0.05,0,0
4191.81,9,0,0,5.0,2.46,0,0
528.38,15,1,2,87.0,0.5,0,1
1476.92,7,0,2,48.0,0.76,0,0
630.74,8,0,0,14.0,0.46,0,0
357.17,3,0,0,50.0,0.23,0,0
2943.39,20,0,1,124.0,1.99,0,1
3580.44,20,0,2,31.0,1.83,0,0
1076.15,7,0,0,71.0,0.51,0,0
175.57,6,0,1,62.0,0.12,0,0
1105.86,14,0,2,6.0,0.09,0,0
2572.47,20,0,1,119.0,1.0,0,0
477.7,2,0,1,116.0,1.12,0,0
2132.44,16,0,2,407.0,1.77,0,0
1783.3,10,0,1,42.0,1.22,0,0
3045.32,8,0,1,65.0,1.43,0,0
2013.49,4,0,2,62.0,0.45,0,0
753.13,9,1,1,303.0,0.78,0,0
5307.7,14,0,2,63.0,1.8,0,0
1567.63,13,0,1,70.0,0.94,0,0
1764.15,3,0,2,35.0,0.98,0,0
780.6,20,0,1,0.0,0.26,0,1
1213.24,19,0,2,14.0,2.22,0,0
815.4,1,0,2,146.0,0.4,0,0
1547.43,11,1,1,138.0,0.39,0,0
8438.31,0,1,3,47.0,10.75,0,1
525.99,23,1,0,77.0,0.35,0,1
423.18,19,0,0,42.0,0.19,0,0
6795.75,4,1,1,158.0,14.85,0,0
1497.58,5,0,1,222.0,0.83,0,0
990.13,23,0,3,275.0,0.78,0,0
4609.68,10,0,1,23.0,1.34,0,0
1048.32,7,0,0,142.0,1.1,0,0
9352.59,6,0,2,396.0,6.48,0,0
3328.02,3,0,0,126.0,3.64,0,0
1165.47,5,0,0,52.0,0.85,0,0
12601.58,15,1,2,121.0,13.09,0,0
1048.23,19,0,2,140.0,0.89,0,1
3525.88,14,0,1,61.0,4.74,0,0
2366.96,13,0,1,13.0,2.43,0,0
5834.64,22,1,1,112.0,6.18,0,0
7371.38,11,0,0,194.0,6.56,0,0
1860.88,11,0,1,723.0,1.35,0,0
917.75,15,1,2,30.0,3.54,0,0
2735.24,14,0,1,145.0,1.7,0,0
982.46,12,0,2,3.0,0.32,0,0
11070.6,10,1,0,420.0,4.76,0,0
2044.45,16,0,1,2.0,2.32,0,1
1301.42,20,1,1,53.0,0.48,0,0
2134.98,14,0,3,10.0,2.34,0,0
537.85,13,1,0,116.0,0.3,0,1
754.12,9,1,0,50.0,2.17,0,0
5326.09,11,0,3,158.0,2.5,0,0
1001.04,15,0,0,80.0,0.67,0,0
704.71,14,1,0,65.0,0.44,0,0
2930.67,9,0,0,51.0,1.96,0,0
5256.04,3,0,3,11.0,1.16,0,1
3453.2,22,0,1,28.0,1.38,0,0
4431.28,8,1,2,122.0,1.95,0,0
914.96,20,1,2,82.0,0.44,0,0
502.89,19,0,0,9.0,0.1,0,0
6982.77,8,0,1,94.0,5.49,0,0
1352.34,20,1,0,7.0,2.1,0,1
1442.67,23,1,1,86.0,0.35,0,1
5975.21,19,0,3,402.0,5.37,0,1
2982.77,10,1,2,44.0,1.5,0,0
2725.21,10,0,1,154.0,1.35,0,0
12689.14,6,0,4,164.0,13.31,0,1
1013.16,20,1,2,62.0,1.6,0,0
4167.44,9,0,0,108.0,1.49,0,0
1903.24,3,0,1,77.0,0.6,0,0
2302.46,4,0,0,40.0,1.06,0,0
7155.39,4,1,1,169.0,3.8,0,1
2855.64,10,1,2,146.0,4.46,0,1
2935.01,8,0,0,277.0,2.42,0,0
4746.95,15,0,1,116.0,1.55,0,0
1301.85,8,0,0,59.0,1.4,0,0
849.55,21,1,2,150.0,0.53,0,0
706.04,3,0,1,116.0,0.36,0,0
308.06,1,0,1,115.0,0.15,0,1
11505.57,13,0,2,228.0,14.37,0,0
669.89,2,0,1,290.0,0.49,0,0
1481.59,17,0,1,24.0,0.6,0,0
1409.33,20,0,1,45.0,0.31,0,0
2384.31,5,1,0,126.0,1.83,0,0
3767.49,10,0,2,98.0,1.99,0,0
3922.27,20,0,1,127.0,5.31,0,0
1069.8,17,0,1,68.0,0.84,0,0
1555.56,11,0,1,64.0,1.42,0,0
2331.63,4,0,1,15.0,0.49,0,1
1445.45,8,0,3,117.0,0.63,0,0
7681.81,19,0,3,23.0,4.91,0,1
2812.64,17,1,2,133.0,5.95,0,0
3503.05,18,0,2,410.0,1.97,0,0
3283.26,2,0,1,36.0,1.83,0,0
5198.51,8,0,1,18.0,4.02,0,0
2127.96,3,0,0,3.0,1.4,0,0
562.76,16,0,0,57.0,0.13,0,0
2590.79,16,1,2,29.0,0.99,0,0
1006.04,22,0,1,81.0,1.16,0,0
1123.55,22,0,3,89.0,0.24,0,0
3064.77,1,1,1,52.0,3.33,0,0
5510.74,8,0,0,166.0,1.41,0,0
1842.99,8,1,2,282.0,1.92,0,1
2387.37,4,0,1,29.0,1.77,0,0
8366.52,14,0,0,217.0,20.08,0,0
2245.49,14,0,1,17.0,1.11,0,0
18798.17,2,1,2,31.0,41.23,0,0
3007.78,18,0,2,99.0,1.79,0,0
370.67,2,0,2,44.0,0.33,0,0
3561.75,5,0,1,5.0,3.1,0,0
2547.95,3,0,0,42.0,1.36,0,0
5772.02,23,0,1,282.0,2.38,0,0
3313.84,12,0,2,23.0,1.02,0,0
1596.21,12,0,3,173.0,2.18,0,0
600.72,10,0,0,154.0,0.49,0,0
1497.99,4,0,2,13.0,1.04,0,0
840.95,0,0,1,48.0,0.4,0,0
1072.27,8,0,1,25.0,0.51,0,0
3070.88,16,0,0,3.0,3.44,0,0
8126.73,21,1,0,23.0,2.67,0,1
2579.12,0,0,0,27.0,1.36,0,0
616.28,2,1,1,22.0,0.14,0,1
2697.67,14,0,2,11.0,1.51,0,0
5307.99,20,0,2,90.0,11.92,0,0
1044.4,22,0,0,47.0,1.16,0,0
1602.6,9,0,0,287.0,1.19,0,0
1832.1,7,0,0,25.0,2.05,0,0
892.11,11,1,3,111.0,1.02,0,1
3240.4,21,1,0,277.0,0.7,0,0
1621.56,14,0,1,6.0,2.32,0,1
2637.48,8,0,0,87.0,2.45,0,0
813.43,23,1,1,72.0,0.53,0,0
1219.61,9,0,1,317.0,1.81,0,0
3463.88,19,0,1,131.0,2.58,0,0
1292.65,8,0,1,52.0,3.61,0,0
8554.97,14,0,1,149.0,8.04,0,1
1261.84,22,0,5,105.0,1.67,0,0
2213.25,20,1,0,51.0,1.8,0,0
4185.29,20,1,3,185.0,2.92,0,1
504.45,0,0,1,132.0,0.15,0,0
370.66,1,1,3,1.0,0.36,0,1
458.02,18,0,2,240.0,0.09,0,0
5632.6,13,0,3,61.0,3.35,0,0
1100.29,7,1,2,124.0,1.31,0,0
18076.7,5,0,2,61.0,11.26,0,0
1088.09,11,0,0,256.0,0.35,0,0
2134.73,14,0,1,126.0,2.74,0,0
7243.78,13,1,2,104.0,1.53,0,1
10998.16,20,1,0,471.0,5.4,0,1
11560.54,0,1,1,40.0,15.51,0,0
5364.35,10,0,0,8.0,4.96,0,1
4544.42,2,1,2,87.0,3.94,0,1
3081.82,18,0,2,66.0,1.07,0,0
3642.86,17,1,2,73.0,4.99,0,1
1100.95,19,0,0,116.0,0.3,0,0
865.77,1,0,0,115.0,0.29,0,0
1802.56,6,0,0,60.0,0.45,0,0
1551.28,7,1,0,238.0,1.01,0,0
1202.42,18,1,1,126.0,0.39,0,0
3383.78,21,0,3,265.0,2.64,0,0
4271.73,14,0,1,293.0,1.56,0,0
1957.78,9,1,0,22.0,1.25,0,0
6834.76,21,0,0,137.0,1.57,0,0
647.09,0,1,3,46.0,0.37,0,1
1518.85,5,1,1,217.0,1.7,0,0
948.48,12,0,1,158.0,0.26,0,0
337.01,13,0,0,27.0,0.2,0,0
1678.39,2,0,0,335.0,1.56,0,1
1620.4,10,0,2,138.0,1.55,0,0
7059.33,2,0,2,356.0,8.13,0,1
3189.85,18,0,0,27.0,5.09,0,1
719.27,9,0,1,245.0,0.63,0,0
9591.99,14,0,0,132.0,5.73,0,0
5425.85,10,0,1,96.0,4.61,0,0
3053.02,14,0,1,206.0,19.94,0,0
1474.63,23,1,4,120.0,2.51,0,0
762.43,12,0,3,133.0,0.29,0,0
1293.38,4,0,0,35.0,0.94,0,0
4816.84,3,1,5,204.0,9.06,0,1
9858.88,12,0,1,126.0,8.24,0,0
7251.18,8,0,2,223.0,4.55,0,0
1164.49,16,0,2,52.0,0.44,0,0
660.07,1,1,0,48.0,0.67,0,0
2052.47,23,0,1,3.0,0.95,0,0
368.12,4,1,1,176.0,0.25,0,0
2418.37,15,1,1,48.0,2.04,0,0
1583.13,6,0,0,48.0,0.63,0,0
1188.64,0,0,0,140.0,1.42,0,0
430.42,11,0,5,35.0,0.16,0,0
2870.5,20,0,1,288.0,3.85,0,0
1119.42,10,0,0,93.0,1.07,0,0
630.85,11,0,1,419.0,0.54,0,0
136.31,18,0,2,10.0,0.1,0,0
1763.82,11,1,0,49.0,5.48,0,1
8910.86,11,0,2,58.0,5.65,0,0
8063.74,13,0,1,157.0,16.3,0,1
1198.25,1,0,1,29.0,0.73,0,0
1051.54,1,0,0,56.0,0.6,0,0
2757.0,3,1,0,290.0,1.04,0,0
736.16,19,0,1,15.0,1.11,0,0
2372.29,22,0,1,164.0,1.4,0,0
3602.82,15,0,2,145.0,2.5,0,0
5454.74,9,0,1,17.0,5.18,0,0
1652.2,12,0,0,140.0,2.13,0,0
1505.22,1,0,1,101.0,0.97,0,0
820.42,2,1,2,41.0,0.25,0,0
859.03,18,1,2,45.0,0.67,0,0
1474.64,5,0,1,215.0,0.47,0,0
2516.51,18,0,1,32.0,0.85,0,0
4114.31,20,0,1,86.0,10.03,0,1
877.55,19,0,1,137.0,0.99,0,0
6928.65,18,0,2,17.0,6.51,0,0
1416.56,7,0,1,323.0,0.43,0,0
1773.6,13,0,1,36.0,1.21,0,0
922.89,9,0,3,46.0,0.29,0,0
204.01,2,0,0,132.0,0.15,0,0
4006.37,5,0,2,10.0,1.23,0,0
3509.26,14,1,1,119.0,1.81,0,1
1403.61,22,0,0,297.0,1.0,0,0
1920.41,22,0,0,34.0,0.64,0,0
2876.55,17,1,4,54.0,2.63,0,0
443.06,13,0,1,32.0,0.09,0,0
1123.11,18,1,3,205.0,1.82,0,0
3695.38,9,0,0,22.0,3.23,0,0
584.72,14,0,2,51.0,0.37,0,0
2354.78,3,0,0,110.0,2.48,0,0
533.3,22,0,2,62.0,0.28,0,0
2751.18,1,1,0,8.0,2.0,0,1
1750.97,2,0,1,354.0,0.97,0,0
422.58,6,1,3,49.0,0.49,0,0
5157.8,22,0,2,71.0,6.41,0,0
933.43,15,0,0,22.0,0.64,0,0
871.99,9,0,0,241.0,0.38,0,0
2165.73,18,0,2,41.0,0.48,0,0
5083.59,16,1,1,2.0,10.28,0,1
724.7,18,0,1,46.0,0.55,0,0
1911.25,4,0,2,497.0,0.99,0,0
2659.61,22,0,1,19.0,1.44,0,0
3373.8,19,1,3,4.0,4.74,0,1
2119.21,12,1,1,104.0,2.21,0,0
1299.42,12,0,3,56.0,0.89,0,0
858.48,10,0,0,190.0,0.12,0,0
1953.8,10,0,1,158.0,0.75,0,0
688.89,15,0,0,25.0,0.38,0,0
130.42,14,1,2,100.0,0.44,0,0
2678.21,16,0,1,4.0,3.99,0,0
4078.73,21,0,0,69.0,5.76,0,0
215.59,17,0,0,150.0,0.12,0,0
728.69,18,0,3,64.0,0.53,0,0
3156.56,3,1,2,15.0,3.12,0,0
11518.92,21,0,2,8.0,6.37,0,0
1842.2,21,0,2,231.0,3.08,0,0
938.98,22,1,1,266.0,1.03,0,0
1533.63,4,0,2,50.0,1.08,0,0
6231.6,6,0,0,22.0,1.37,0,0
1010.94,1,0,2,461.0,0.4,0,0
880.71,0,0,0,95.0,0.46,0,0
1170.9,11,0,1,78.0,1.01,0,0
766.63,9,0,0,162.0,0.52,0,0
2019.09,7,0,2,22.0,0.66,0,0
7802.59,0,0,0,104.0,1.76,0,0
2418.18,11,0,1,265.0,1.89,0,0
1440.7,1,0,1,3.0,0.74,0,0
1390.43,9,0,0,134.0,0.54,0,0
442.8,21,1,2,96.0,0.23,0,0
4003.0,16,0,1,361.0,5.93,0,0
1685.72,2,0,2,36.0,1.78,0,0
1536.97,6,1,1,235.0,0.67,0,1
32009.78,11,0,1,44.0,30.32,0,0
2365.81,7,0,0,67.0,0.54,0,0
919.09,19,0,0,29.0,0.75,0,0
1231.86,11,0,0,239.0,1.85,0,0
5082.72,2,0,1,26.0,1.85,0,0
2002.08,16,1,1,235.0,1.68,0,0
495.49,8,1,1,73.0,0.4,0,0
4135.26,9,0,1,216.0,1.66,0,0
990.96,21,0,0,37.0,1.21,0,1
9759.22,5,0,2,17.0,6.28,0,0
4779.27,0,1,0,97.0,6.68,0,1
1208.83,21,0,0,85.0,0.78,0,0
5726.81,11,0,0,53.0,10.34,0,0
1921.9,4,0,1,130.0,2.15,0,0
3895.18,12,0,0,12.0,1.53,0,0
2796.88,14,0,1,117.0,0.87,0,0
844.11,21,0,1,29.0,0.97,0,0
1013.14,10,1,1,17.0,1.17,0,0
4568.61,7,0,2,288.0,2.9,0,0
1337.69,4,0,0,74.0,1.47,0,0
1257.29,1,0,1,173.0,0.48,0,0
765.39,11,0,1,11.0,1.19,0,0
2647.15,1,0,3,7.0,2.61,0,1
11571.18,15,0,3,82.0,2.64,0,0
691.75,20,0,2,45.0,0.37,0,0
1847.89,2,0,3,1.0,0.88,0,1
6444.6,9,0,4,24.0,4.88,0,1
1682.98,18,1,0,30.0,2.73,0,0
2716.6,7,0,1,41.0,0.72,0,0
694.95,6,0,1,252.0,0.42,0,0
2658.39,0,0,0,65.0,1.02,0,0
1527.78,11,0,1,137.0,1.22,0,0
4390.32,4,0,0,2.0,3.01,0,1
5264.01,15,0,0,202.0,4.52,0,0
18594.24,3,0,2,33.0,11.1,0,0
3046.26,16,0,0,44.0,2.73,0,0
2424.1,23,0,1,6.0,2.75,0,0
2153.71,20,0,2,63.0,1.64,0,0
1315.73,1,0,1,230.0,0.65,0,0
2451.94,11,1,2,57.0,0.82,0,0
1385.95,0,0,1,287.0,2.1,0,0
2104.04,11,1,1,242.0,0.83,0,0
5918.5,11,1,2,8.0,6.08,0,1
730.78,11,1,0,44.0,0.9,0,0
5043.68,18,0,1,290.0,6.03,0,0
5915.93,16,1,0,4.0,0.84,0,0
1625.77,19,0,0,174.0,0.7,0,0
267.82,23,0,3,284.0,0.36,0,0
1046.24,23,0,1,177.0,0.98,0,0
5809.76,10,0,0,163.0,8.86,0,0
1771.21,12,0,3,222.0,2.65,0,0
735.56,7,0,2,132.0,1.12,0,0
1147.92,9,0,0,66.0,1.45,0,0
3852.81,7,0,1,8.0,1.64,0,0
2957.38,19,0,1,186.0,1.05,0,0
1458.2,7,0,2,283.0,1.71,0,0
1299.66,8,1,0,86.0,1.13,0,0
1270.82,6,0,1,91.0,0.52,0,0
788.26,13,0,2,62.0,0.52,0,0
7737.53,1,1,2,233.0,4.24,0,1
1352.77,10,0,2,2.0,1.25,0,0
5406.96,7,0,2,118.0,1.46,0,0
7109.48,12,1,2,286.0,1.71,0,0
4440.31,20,1,0,13.0,1.94,0,1
1226.04,14,0,1,384.0,1.19,0,0
2600.23,2,0,2,412.0,3.87,0,0
1769.1,22,1,0,319.0,0.42,0,0
801.65,13,0,1,75.0,0.45,0,0
2420.97,14,0,0,58.0,1.52,0,0
625.7,1,0,3,147.0,0.28,0,0
5265.4,18,0,2,46.0,3.5,0,0
1190.16,11,1,1,8.0,0.94,0,0
2166.88,19,1,0,278.0,0.39,0,0
2333.11,3,0,1,121.0,0.78,0,0
1432.23,2,0,1,28.0,0.36,0,0
3065.68,4,0,2,2.0,0.8,0,0
1179.19,2,0,1,154.0,2.62,0,0
3960.67,14,0,0,230.0,1.62,0,0
538.41,18,1,1,62.0,0.27,0,0
2025.84,1,1,0,10.0,1.98,0,0
10353.05,11,0,0,126.0,1.2,0,0
734.88,4,0,1,42.0,0.45,0,0
982.43,21,0,1,19.0,0.9,0,0
2871.29,16,1,3,86.0,2.11,0,1
2125.21,13,0,3,79.0,0.99,0,0
2478.89,21,1,2,87.0,1.28,0,1
2808.11,9,0,2,208.0,2.6,0,0
3201.1,2,0,2,80.0,1.31,0,0
4908.53,3,0,0,277.0,3.25,0,0
2614.52,5,0,3,221.0,2.05,0,1
1455.16,23,1,0,126.0,1.11,0,0
3312.03,21,0,1,7.0,4.5,0,1
9995.53,15,0,1,240.0,12.06,0,0
1604.6,6,0,0,283.0,2.04,0,0
752.14,14,0,1,56.0,2.12,0,0
4896.97,20,0,1,90.0,2.69,0,0
1622.39,19,0,1,40.0,2.02,0,0
255.85,10,0,2,2.0,0.22,0,0
3876.47,21,0,0,78.0,3.14,0,0
1116.78,20,0,2,17.0,1.36,0,0
1666.57,0,0,0,24.0,1.4,0,0
2437.63,4,0,2,79.0,1.57,0,0
2146.19,12,0,0,242.0,2.2,0,0
3423.8,20,0,0,223.0,4.01,0,1
1221.78,13,0,0,403.0,1.19,0,0
2869.22,8,0,0,79.0,1.1,0,0
1431.4,16,0,1,96.0,1.36,0,0
3515.47,14,0,2,207.0,2.15,0,0
3145.82,20,0,3,144.0,2.87,0,0
779.07,6,0,0,24.0,0.56,0,0
4804.86,21,1,0,61.0,1.95,0,0
1116.14,21,0,0,318.0,1.29,0,0
3741.54,11,0,2,19.0,0.66,0,0
2516.33,22,0,2,28.0,1.37,0,0
9455.63,5,0,0,61.0,5.65,0,0
1478.64,20,0,0,337.0,1.87,0,0
1320.3,15,1,1,14.0,0.6,0,0
1776.72,4,0,3,134.0,0.44,0,1
1376.28,8,0,0,17.0,1.46,0,0
3714.31,13,0,1,89.0,4.58,0,0
422.13,7,0,1,92.0,0.28,0,0
700.42,13,0,1,5.0,0.87,0,0
691.58,11,1,3,370.0,0.61,0,1
4252.56,9,1,1,197.0,1.74,0,1
8430.0,19,1,3,43.0,1.97,0,1
1645.82,19,1,5,17.0,0.66,0,0
1553.18,20,0,0,51.0,1.76,0,0
1925.7,12,0,1,270.0,1.54,0,0
5144.54,18,0,3,17.0,4.29,0,1
784.76,14,0,1,52.0,0.5,0,1
2240.67,7,1,0,82.0,0.89,0,0
4348.9,22,1,1,4.0,4.75,0,1
2838.37,20,1,0,37.0,0.52,0,0
2144.42,9,0,1,109.0,2.7,0,0
4451.26,2,0,0,47.0,4.95,0,0
158.71,20,0,0,245.0,0.17,0,0
3327.87,2,0,1,331.0,0.51,0,0
1003.58,4,0,1,70.0,0.25,0,0
348.08,15,0,4,91.0,0.38,0,0
2864.31,16,1,3,120.0,2.55,0,1
6224.78,5,1,2,131.0,4.45,0,1
1597.66,19,0,4,8.0,1.44,0,0
4262.4,19,0,1,7.0,1.68,0,0
7715.99,15,0,0,241.0,3.88,0,0
5904.22,23,0,1,30.0,3.53,0,0
7910.67,1,1,0,105.0,3.27,0,0
3525.98,19,0,0,118.0,1.83,0,0
1935.05,14,0,0,22.0,0.87,0,0
427.62,17,0,1,172.0,0.26,0,0
1448.88,0,0,0,241.0,0.35,0,1
846.47,18,1,1,40.0,0.53,0,1
12757.17,11,0,1,252.0,9.42,0,0
1543.34,7,1,3,10.0,0.65,0,1
2020.06,5,0,0,193.0,0.97,0,0
2970.06,11,0,1,123.0,2.03,0,0
1880.4,6,0,1,105.0,3.39,0,0
8312.75,17,0,3,31.0,2.41,0,0
1032.37,21,0,3,54.0,0.33,0,0
2154.14,13,0,1,289.0,2.42,0,0
926.84,7,1,1,75.0,0.49,0,0
551.13,23,0,3,108.0,0.51,0,0
1042.53,19,1,0,330.0,0.51,0,0
1748.77,21,0,3,75.0,0.6,0,0
1228.6,13,1,1,59.0,0.9,0,0
969.54,4,0,1,268.0,0.43,0,0
509.95,8,1,2,290.0,0.8,0,0
1677.74,7,1,1,53.0,1.9,0,0
466.73,1,0,0,108.0,0.18,0,0
3583.34,15,0,2,398.0,3.55,0,0
1947.29,12,0,1,7.0,2.16,0,0
486.97,6,0,0,5.0,0.51,0,0
1368.83,15,0,1,87.0,1.77,0,0
918.79,6,0,1,41.0,0.34,0,0
2409.7,13,1,1,105.0,0.85,0,0
6041.49,13,1,0,155.0,6.44,0,0
334.4,11,0,1,9.0,0.44,0,0
2005.25,0,0,0,257.0,1.43,0,0
1565.37,0,0,2,39.0,2.13,0,0
3308.35,11,0,1,58.0,1.46,0,0
2190.48,19,0,1,49.0,1.47,0,0
918.95,20,0,2,220.0,0.77,0,0
1356.76,14,1,3,22.0,0.5,0,1
883.22,3,0,1,3.0,1.05,0,0
4761.92,6,0,2,428.0,4.16,0,1
1843.06,15,1,1,473.0,2.55,0,0
10007.32,2,0,2,36.0,15.46,0,1
1711.98,6,0,4,1.0,1.99,0,1
955.69,23,0,1,125.0,1.05,0,0
462.97,21,0,1,125.0,0.54,0,0
356.8,5,0,2,338.0,0.25,0,0
434.54,15,0,2,43.0,0.31,0,0
2299.42,23,0,1,25.0,3.94,0,0
2857.93,7,0,1,115.0,1.2,0,0
435.69,22,0,0,100.0,0.73,0,0
4046.2,21,1,1,152.0,7.71,0,1
1170.57,5,1,1,260.0,0.42,0,0
2063.41,9,0,0,98.0,2.7,0,0
7715.59,15,1,1,20.0,4.21,0,1
4052.77,10,0,0,109.0,3.89,0,0
1419.87,12,1,0,56.0,1.75,0,0
810.72,5,0,1,72.0,1.12,0,0
260.7,23,0,2,385.0,0.14,0,0
946.49,0,0,2,97.0,1.12,0,0
1495.15,20,0,2,19.0,0.52,0,0
743.63,18,0,5,70.0,1.25,0,0
1606.59,11,0,1,31.0,0.46,0,0
1937.53,23,0,2,17.0,4.56,0,1
1476.8,5,0,3,149.0,0.84,0,1
1007.27,17,0,2,119.0,1.38,0,0
2104.41,12,0,2,83.0,3.69,0,0
2691.21,6,0,1,66.0,1.93,0,0
677.66,22,0,3,47.0,0.31,0,1
6437.14,12,0,1,11.0,4.89,0,0
1654.53,20,1,1,43.0,1.15,0,0
1838.98,7,0,1,219.0,1.1,0,0
3419.99,20,0,0,184.0,1.6,0,0
2230.31,16,0,0,430.0,0.56,0,0
4263.4,8,0,2,128.0,4.5,0,0
